中国大陆,#genre#
CCTV16,http://175.178.232.13:15502/kujiu/play.php?id=67866&l=0&n=69000430&e=1786189644&s=4ad1fa83121a7df1051fc8768fa2955e
CCTV16,http://175.178.232.13:15502/kujiu/play.php?id=67867&l=0&n=69000430&e=1786189644&s=88aa7928eda18ac1e20c571bdd77dbed
CCTV17,http://175.178.232.13:15502/kujiu/play.php?id=67868&l=0&n=69000430&e=1786189644&s=608f4239ffa2be28ef3c7bbf17708b14
CCTV17,http://175.178.232.13:15502/kujiu/play.php?id=67869&l=0&n=69000430&e=1786189644&s=fbb0ef977d24f4b7accf6e73d26e4f90
CETV1,http://175.178.232.13:15502/kujiu/play.php?id=67870&l=0&n=69000430&e=1786189644&s=e31c67337d2e48108d3592aa17309e5c
CHC高清电影,http://175.178.232.13:15502/kujiu/play.php?id=67871&l=0&n=69000430&e=1786189644&s=da4609c56f6bd22e41aa448894997606
CHC动作电影,http://175.178.232.13:15502/kujiu/play.php?id=67872&l=0&n=69000430&e=1786189644&s=1d09b25b5ec7e274f555822664bdd67f
CHC家庭电影,http://175.178.232.13:15502/kujiu/play.php?id=67873&l=0&n=69000430&e=1786189644&s=467cc5b67b5a9252737bcccd4d25fdb6
五星体育,http://175.178.232.13:15502/kujiu/play.php?id=67874&l=0&n=69000430&e=1786189644&s=1a274e962a91cd494ecaf011697ed482
湖南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67875&l=0&n=69000430&e=1786189644&s=c96266a322f9fedd96ed5828c23b7a6b
湖南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67876&l=0&n=69000430&e=1786189644&s=f13510ff4c9c5705f316a0b36098558a
浙江卫视,http://175.178.232.13:15502/kujiu/play.php?id=67877&l=0&n=69000430&e=1786189644&s=1062da81935ae132cf97b6e2184a472a
浙江卫视,http://175.178.232.13:15502/kujiu/play.php?id=67878&l=0&n=69000430&e=1786189644&s=92f598e21801816d52219e55a796429f
江苏卫视,http://175.178.232.13:15502/kujiu/play.php?id=67879&l=0&n=69000430&e=1786189644&s=5e90aeec400d0ca01fd6381f3b0bbbd8
江苏卫视,http://175.178.232.13:15502/kujiu/play.php?id=67880&l=0&n=69000430&e=1786189644&s=b5f54d170b249ea59889bc2a052b4736
深圳卫视,http://175.178.232.13:15502/kujiu/play.php?id=67881&l=0&n=69000430&e=1786189644&s=c94511f8020ba3dc72e126ba1239d84b
深圳卫视,http://175.178.232.13:15502/kujiu/play.php?id=67882&l=0&n=69000430&e=1786189644&s=5d4905bc1cb88cbdd6855101263803d3
湖北卫视,http://175.178.232.13:15502/kujiu/play.php?id=67883&l=0&n=69000430&e=1786189644&s=bdeb14b46746d3656a9c536a977adff6
湖北卫视,http://175.178.232.13:15502/kujiu/play.php?id=67884&l=0&n=69000430&e=1786189644&s=4e8c856f2469e2f8982cd908e6804e44
广西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67885&l=0&n=69000430&e=1786189644&s=52917967f391d6789cf1fa7775ef76e5
广西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67886&l=0&n=69000430&e=1786189644&s=7b13016bd94dac27a1d0c16c921764e6
东南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67887&l=0&n=69000430&e=1786189644&s=8bd1f19c3ec3871c60e23c82440d0b17
东南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67888&l=0&n=69000430&e=1786189644&s=d9569be2685a02a7b0638ced4100da95
江西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67889&l=0&n=69000430&e=1786189644&s=3aea4a841f31fb43fdc6b7e60385672b
江西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67890&l=0&n=69000430&e=1786189644&s=d61f69537d228c7e80541d7543b7b547
北京卫视,http://175.178.232.13:15502/kujiu/play.php?id=67891&l=0&n=69000430&e=1786189644&s=d886bd54dfd982a030ac0d74cee73971
北京卫视,http://175.178.232.13:15502/kujiu/play.php?id=67892&l=0&n=69000430&e=1786189644&s=af6b19b1551c82b0cac73eda03578122
东方卫视,http://175.178.232.13:15502/kujiu/play.php?id=67893&l=0&n=69000430&e=1786189644&s=4e5327c358f540d2b3ddf751ed452380
东方卫视,http://175.178.232.13:15502/kujiu/play.php?id=67894&l=0&n=69000430&e=1786189644&s=7494d86edc2362d558833cc18f4b9e51
辽宁卫视,http://175.178.232.13:15502/kujiu/play.php?id=67895&l=0&n=69000430&e=1786189644&s=54712f508d88f15a84761c54cb059c6b
辽宁卫视,http://175.178.232.13:15502/kujiu/play.php?id=67896&l=0&n=69000430&e=1786189644&s=53afc98881c3e56fa5ba33b1e18bd789
重庆卫视,http://175.178.232.13:15502/kujiu/play.php?id=67897&l=0&n=69000430&e=1786189644&s=8f92c55f7b3d294ddbda16684bde5e89
重庆卫视,http://175.178.232.13:15502/kujiu/play.php?id=67898&l=0&n=69000430&e=1786189644&s=74f57868ae062b59590a5e7a58961aff
天津卫视,http://175.178.232.13:15502/kujiu/play.php?id=67899&l=0&n=69000430&e=1786189644&s=31022fc6b58db2dadad0d8b3fa918e86
天津卫视,http://175.178.232.13:15502/kujiu/play.php?id=67900&l=0&n=69000430&e=1786189644&s=d8265f3ef13879fbfe0b0f9a0c536616
安徽卫视,http://175.178.232.13:15502/kujiu/play.php?id=67901&l=0&n=69000430&e=1786189644&s=00ebe6ecf1df5c5cee8c955aedc301b4
安徽卫视,http://175.178.232.13:15502/kujiu/play.php?id=67902&l=0&n=69000430&e=1786189644&s=1339f199f62caefefd404b76979ab9ad
贵州卫视,http://175.178.232.13:15502/kujiu/play.php?id=67903&l=0&n=69000430&e=1786189644&s=78feb98148385b9afe43b1113c99e3c0
贵州卫视,http://175.178.232.13:15502/kujiu/play.php?id=67904&l=0&n=69000430&e=1786189644&s=ca49084212d1f500b7af00b680f428f1
四川卫视,http://175.178.232.13:15502/kujiu/play.php?id=67905&l=0&n=69000430&e=1786189644&s=ec99d96224a10a69ddf5a93fca328b56
四川卫视,http://175.178.232.13:15502/kujiu/play.php?id=67906&l=0&n=69000430&e=1786189644&s=fb0e86410a86a9152e650f2343f7b3eb
山东卫视,http://175.178.232.13:15502/kujiu/play.php?id=67907&l=0&n=69000430&e=1786189644&s=3e7585cce40aae9d4ff76a6390bc59ea
山东卫视,http://175.178.232.13:15502/kujiu/play.php?id=67908&l=0&n=69000430&e=1786189644&s=51846a2ae07e80d51fce1e12bbe9445f
吉林卫视,http://175.178.232.13:15502/kujiu/play.php?id=67909&l=0&n=69000430&e=1786189644&s=7b4d546c5c1714d497966106c299823a
吉林卫视,http://175.178.232.13:15502/kujiu/play.php?id=67910&l=0&n=69000430&e=1786189644&s=a9763825bff026b7a27b74b39b54aaef
黑龙江卫视,http://175.178.232.13:15502/kujiu/play.php?id=67911&l=0&n=69000430&e=1786189644&s=66d75541b6ea9ae86b89a00d4165bdf3
黑龙江卫视,http://175.178.232.13:15502/kujiu/play.php?id=67912&l=0&n=69000430&e=1786189644&s=dbbe78c54707c6011fbda9e4c81b98df
河北卫视,http://175.178.232.13:15502/kujiu/play.php?id=67913&l=0&n=69000430&e=1786189644&s=10d353aece1a08878e84bc609ded09b0
河北卫视,http://175.178.232.13:15502/kujiu/play.php?id=67914&l=0&n=69000430&e=1786189644&s=1cc138ad17df2497a7ef70a694646625
河南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67915&l=0&n=69000430&e=1786189644&s=f40c6fdeab5a76bc57598e7c8a445c2d
河南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67916&l=0&n=69000430&e=1786189644&s=d2b8aa384c722bce038acf961b641398
内蒙古卫视,http://175.178.232.13:15502/kujiu/play.php?id=67917&l=0&n=69000430&e=1786189644&s=2fcfde72b7800423aab000f5c8db3779
内蒙古卫视,http://175.178.232.13:15502/kujiu/play.php?id=67918&l=0&n=69000430&e=1786189644&s=d216d6da5acf6d8fc38b148888133be1
宁夏卫视,http://175.178.232.13:15502/kujiu/play.php?id=67919&l=0&n=69000430&e=1786189644&s=c408ecbd938eb6200f0de356f5846160
宁夏卫视,http://175.178.232.13:15502/kujiu/play.php?id=67920&l=0&n=69000430&e=1786189644&s=88a00d7137578ebf405ae2af332836b3
甘肃卫视,http://175.178.232.13:15502/kujiu/play.php?id=67921&l=0&n=69000430&e=1786189644&s=db640f9d88483009e69013c1306d633f
甘肃卫视,http://175.178.232.13:15502/kujiu/play.php?id=67922&l=0&n=69000430&e=1786189644&s=7e8d6ff6b3c3c1caeee26b0d60f4b079
海南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67923&l=0&n=69000430&e=1786189644&s=d0e6219350192f764cedc848f757f0d4
海南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67924&l=0&n=69000430&e=1786189644&s=1b9c9dcc5df5b735d324912eedc6c039
新疆卫视,http://175.178.232.13:15502/kujiu/play.php?id=67925&l=0&n=69000430&e=1786189644&s=09fcec4795275e22e65c12f114eb12ce
新疆卫视,http://175.178.232.13:15502/kujiu/play.php?id=67926&l=0&n=69000430&e=1786189644&s=c233817bdf4e69962e1488194477b375
西藏卫视,http://175.178.232.13:15502/kujiu/play.php?id=67927&l=0&n=69000430&e=1786189644&s=6827f6c1f2d6ff00ba3da9b89341e07c
西藏卫视,http://175.178.232.13:15502/kujiu/play.php?id=67928&l=0&n=69000430&e=1786189644&s=46959db1e403bbbba3d7ea17797ceac5
广东卫视,http://175.178.232.13:15502/kujiu/play.php?id=67929&l=0&n=69000430&e=1786189644&s=41a6035db9fff85a13c7016e62add3da
广东卫视,http://175.178.232.13:15502/kujiu/play.php?id=67930&l=0&n=69000430&e=1786189644&s=3742e3eb60058a7da2b083cacf367044
山西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67931&l=0&n=69000430&e=1786189644&s=358af3c901ddf61615edc4d38c649585
山西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67932&l=0&n=69000430&e=1786189644&s=0a7853913a9d4f82cbb3005d0f5c15e6
陕西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67933&l=0&n=69000430&e=1786189644&s=08c51d914cf83d8b88dcc7fecbc25d7e
陕西卫视,http://175.178.232.13:15502/kujiu/play.php?id=67934&l=0&n=69000430&e=1786189644&s=ba2fa673f663f485dc4b8c51bbb3f773
云南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67935&l=0&n=69000430&e=1786189644&s=981ee1ae4bb2ebe3aecbb3ea468af1ae
云南卫视,http://175.178.232.13:15502/kujiu/play.php?id=67936&l=0&n=69000430&e=1786189644&s=396826ca5b2259fe69108d539561ccfe
青海卫视,http://175.178.232.13:15502/kujiu/play.php?id=67937&l=0&n=69000430&e=1786189644&s=48da7ab28f1ad7b82c5732bf86f32c09
青海卫视,http://175.178.232.13:15502/kujiu/play.php?id=67938&l=0&n=69000430&e=1786189644&s=6a301063cb98235c783349160bd78d7a
三沙卫视,http://175.178.232.13:15502/kujiu/play.php?id=67939&l=0&n=69000430&e=1786189644&s=b1cd67a63b9769ff565d070e74ffca24
三沙卫视,http://175.178.232.13:15502/kujiu/play.php?id=67940&l=0&n=69000430&e=1786189644&s=6e67723b5c8963707b621d8c52d64704
农林卫视,http://175.178.232.13:15502/kujiu/play.php?id=67941&l=0&n=69000430&e=1786189644&s=2bcd15179d25c3ceec82e9d65f8002e6
农林卫视,http://175.178.232.13:15502/kujiu/play.php?id=67942&l=0&n=69000430&e=1786189644&s=4f889bdbf38b89757a9db1233cca12a9
兵团卫视,http://175.178.232.13:15502/kujiu/play.php?id=67943&l=0&n=69000430&e=1786189644&s=7a470c20a492f3a3d8c2fbf05c890b1c
兵团卫视,http://175.178.232.13:15502/kujiu/play.php?id=67944&l=0&n=69000430&e=1786189644&s=05b43513733a48cf052878cb3bf37b34
广东珠江,http://175.178.232.13:15502/kujiu/play.php?id=67945&l=0&n=69000430&e=1786189644&s=d3bd15592d8656e6fff8e6784a8df987
广东珠江,http://175.178.232.13:15502/kujiu/play.php?id=67946&l=0&n=69000430&e=1786189644&s=06e387ae2bf38ca86fb4dab25c9baf7a
大湾区卫视,http://175.178.232.13:15502/kujiu/play.php?id=67947&l=0&n=69000430&e=1786189644&s=6502a36d6c8f62a44ff65117fb91f503
大湾区卫视,http://175.178.232.13:15502/kujiu/play.php?id=67948&l=0&n=69000430&e=1786189644&s=37422b5a994dd1d303e8fdbdeb07bef8
香港HK,#genre#
翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67949&l=0&n=69000430&e=1786189644&s=83f5344d5526abf68ffbda4fb6170836
翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67950&l=0&n=69000430&e=1786189644&s=cb7b158ee8b8e3d21633fcac2fb1fb11
翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67951&l=0&n=69000430&e=1786189644&s=6e45f5b1064d4c5bbc87d52ac63b1ed0
翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67952&l=0&n=69000430&e=1786189644&s=b37f25b2c0c12c2861231f142b6c1d42
明珠台,http://175.178.232.13:15502/kujiu/play.php?id=67953&l=0&n=69000430&e=1786189644&s=a3bec879349d4f802c2db6bd0deb0215
明珠台,http://175.178.232.13:15502/kujiu/play.php?id=67954&l=0&n=69000430&e=1786189644&s=e67733ccb1d2877bc5ee1c700121305c
明珠台,http://175.178.232.13:15502/kujiu/play.php?id=67955&l=0&n=69000430&e=1786189644&s=3ccf9686a25614c54961044cf7f63caf
明珠台,http://175.178.232.13:15502/kujiu/play.php?id=67956&l=0&n=69000430&e=1786189644&s=26691ed60126fe8a8cb5a401dcb7c305
明珠台,http://175.178.232.13:15502/kujiu/play.php?id=67957&l=0&n=69000430&e=1786189644&s=b12b1bd1993f84ac563efbce512eb749
TVBPlus,http://175.178.232.13:15502/kujiu/play.php?id=67958&l=0&n=69000430&e=1786189644&s=bc66e14afc09bab9609c889a3847b82f
TVBPlus,http://175.178.232.13:15502/kujiu/play.php?id=67959&l=0&n=69000430&e=1786189644&s=037e463099c1312c9b653e71d8966593
TVBPlus,http://175.178.232.13:15502/kujiu/play.php?id=67960&l=0&n=69000430&e=1786189644&s=e3c65461ad46de640191d706505f341c
TVBPlus,http://175.178.232.13:15502/kujiu/play.php?id=67961&l=0&n=69000430&e=1786189644&s=8db21d06540620b23602b3ae20be8230
TVBPlus,http://175.178.232.13:15502/kujiu/play.php?id=67962&l=0&n=69000430&e=1786189644&s=71d5f41ab0f9be6e0f1ccf9022cc9c8d
C18跑马,http://175.178.232.13:15502/kujiu/play.php?id=67963&l=0&n=69000430&e=1786189644&s=70fd9d55a90510887b646ba3727636dd
C18跑马,http://175.178.232.13:15502/kujiu/play.php?id=67964&l=0&n=69000430&e=1786189644&s=d2564b8d9c3c056c8c05b36dc8c3fc96
C18跑马,http://175.178.232.13:15502/kujiu/play.php?id=67965&l=0&n=69000430&e=1786189644&s=f7459f0a7ae7cd6d6c27b4ef071cac39
Now直播台,http://175.178.232.13:15502/kujiu/play.php?id=67966&l=0&n=69000430&e=1786189644&s=24de62b0214b13dc76c19d3ce89e2445
Now直播台,http://175.178.232.13:15502/kujiu/play.php?id=67967&l=0&n=69000430&e=1786189644&s=cbda6552e22e71208163cf9caa4be606
Now直播台,http://175.178.232.13:15502/kujiu/play.php?id=67968&l=0&n=69000430&e=1786189644&s=19a4e510f0b2ff02877510fe230ba337
黄金翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67969&l=0&n=69000430&e=1786189644&s=1c3761a4198435522cbb06f336b945ab
黄金翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67970&l=0&n=69000430&e=1786189644&s=d831b29b76e32adf010c18cdca97813e
黄金翡翠台,http://175.178.232.13:15502/kujiu/play.php?id=67971&l=0&n=69000430&e=1786189644&s=bf577dece0b62522d22b27630aaf6693
亚洲剧台,http://175.178.232.13:15502/kujiu/play.php?id=67972&l=0&n=69000430&e=1786189644&s=1cb4e0d698aa4193ad65e50519c98389
亚洲剧台,http://175.178.232.13:15502/kujiu/play.php?id=67973&l=0&n=69000430&e=1786189644&s=853f926fe5f3927dce9ab112d7238295
亚洲剧台,http://175.178.232.13:15502/kujiu/play.php?id=67974&l=0&n=69000430&e=1786189644&s=088d4321f3287fc5d427ee19c741e4e8
亚洲剧台,http://175.178.232.13:15502/kujiu/play.php?id=67975&l=0&n=69000430&e=1786189644&s=e427d9b36a82714a12980d3286c037ed
亚洲剧台,http://175.178.232.13:15502/kujiu/play.php?id=67976&l=0&n=69000430&e=1786189644&s=ad762413d7af2ca26786ffa4c83c00ed
亚洲剧台,http://175.178.232.13:15502/kujiu/play.php?id=67977&l=0&n=69000430&e=1786189644&s=0a3b381fa3af1de783143b07c6c8cfe5
华语剧台,http://175.178.232.13:15502/kujiu/play.php?id=67978&l=0&n=69000430&e=1786189644&s=19b2b003924f42ea62a60f2e80a52658
华语剧台,http://175.178.232.13:15502/kujiu/play.php?id=67979&l=0&n=69000430&e=1786189644&s=1accfc108aaab95e0d68dbd88dec6e2b
华语剧台,http://175.178.232.13:15502/kujiu/play.php?id=67980&l=0&n=69000430&e=1786189644&s=918a94f3897d316a2d956fe73c4a7705
华语剧台,http://175.178.232.13:15502/kujiu/play.php?id=67981&l=0&n=69000430&e=1786189644&s=2e00ae82a39bd1a0919ffa8058b1943c
华语剧台,http://175.178.232.13:15502/kujiu/play.php?id=67982&l=0&n=69000430&e=1786189644&s=b28fec35975819ed377403b380462358
戏曲台,http://175.178.232.13:15502/kujiu/play.php?id=67983&l=0&n=69000430&e=1786189644&s=678cabac31bfe2791f10591fe57a40cf
戏曲台,http://175.178.232.13:15502/kujiu/play.php?id=67984&l=0&n=69000430&e=1786189644&s=e414c7f13a342087a720ef835f472f2b
戏曲台,http://175.178.232.13:15502/kujiu/play.php?id=67985&l=0&n=69000430&e=1786189644&s=a85534e32204b91796444bd124489c15
粤语片台,http://175.178.232.13:15502/kujiu/play.php?id=67986&l=0&n=69000430&e=1786189644&s=e085539776236948205ab9b6cb3940ee
粤语片台,http://175.178.232.13:15502/kujiu/play.php?id=67987&l=0&n=69000430&e=1786189644&s=235b4d7c06f1fd70cb7eb4506e370b4e
粤语片台,http://175.178.232.13:15502/kujiu/play.php?id=67988&l=0&n=69000430&e=1786189644&s=21f67b19a33de834ad1a53fca9f2c17f
tvN,http://175.178.232.13:15502/kujiu/play.php?id=67989&l=0&n=69000430&e=1786189644&s=7124f4d433ca642f7997b7ebf70a0ad6
tvN,http://175.178.232.13:15502/kujiu/play.php?id=67990&l=0&n=69000430&e=1786189644&s=458909755643caed1096034f48decefd
tvN,http://175.178.232.13:15502/kujiu/play.php?id=67991&l=0&n=69000430&e=1786189644&s=14ba9e0f653e59f040e4ec7072ce6109
POPC,http://175.178.232.13:15502/kujiu/play.php?id=67992&l=0&n=69000430&e=1786189644&s=5ada47f7a5581b52f1b9c2b41d80241b
POPC,http://175.178.232.13:15502/kujiu/play.php?id=67993&l=0&n=69000430&e=1786189644&s=23123370c5b1ba854bbf479c05317ea7
TVB Plus,http://175.178.232.13:15502/kujiu/play.php?id=67994&l=0&n=69000430&e=1786189644&s=6816ab19fefde29bc4804486a6b98de2
TVB Plus,http://175.178.232.13:15502/kujiu/play.php?id=67995&l=0&n=69000430&e=1786189644&s=48a9fed80e7eefc772f211bfa4b3b31c
TVB Plus,http://175.178.232.13:15502/kujiu/play.php?id=67996&l=0&n=69000430&e=1786189644&s=c2f7a018e2c8387b5507bbbd8e900e5f
TVB Plus,http://175.178.232.13:15502/kujiu/play.php?id=67997&l=0&n=69000430&e=1786189644&s=389747b7024556367f29a03cf79128cd
TVB Plus,http://175.178.232.13:15502/kujiu/play.php?id=67998&l=0&n=69000430&e=1786189644&s=01647c07c5b332dc67a8186e421bbf20
TVB星河频道,http://175.178.232.13:15502/kujiu/play.php?id=67999&l=0&n=69000430&e=1786189644&s=fc8763a8badca44429360ea27267dff5
TVB星河频道,http://175.178.232.13:15502/kujiu/play.php?id=68000&l=0&n=69000430&e=1786189644&s=902e26d767ac1e731f72c071da887510
凤凰香港台,http://175.178.232.13:15502/kujiu/play.php?id=68001&l=0&n=69000430&e=1786189644&s=4c108371edb1a3de6ae049f0ef327915
凤凰香港台,http://175.178.232.13:15502/kujiu/play.php?id=68002&l=0&n=69000430&e=1786189644&s=fe9578a295f4b108f1bed56bf3cfc323
凤凰香港台,http://175.178.232.13:15502/kujiu/play.php?id=68003&l=0&n=69000430&e=1786189644&s=7a84435ef8887db95525b6fcdec6a70f
凤凰中文台,http://175.178.232.13:15502/kujiu/play.php?id=68004&l=0&n=69000430&e=1786189644&s=2d7c88803a1cf470beb170f74466c097
凤凰中文台,http://175.178.232.13:15502/kujiu/play.php?id=68005&l=0&n=69000430&e=1786189644&s=bff8e61e1056765d9e6173f57c85a595
星空卫视,http://175.178.232.13:15502/kujiu/play.php?id=68006&l=0&n=69000430&e=1786189644&s=cafa94f3c68e5112feb6aa36dff72032
Now華劇台,http://175.178.232.13:15502/kujiu/play.php?id=68007&l=0&n=69000430&e=1786189644&s=00f02ddaccdef75e3b9b4ed04ca0d4b2
Now華劇台,http://175.178.232.13:15502/kujiu/play.php?id=68008&l=0&n=69000430&e=1786189644&s=f5d194344e7c2b001772f3c0905c5921
Now華劇台,http://175.178.232.13:15502/kujiu/play.php?id=68009&l=0&n=69000430&e=1786189644&s=6a17b51eceeffcbe802a2010ad57ebce
Now劇集台,http://175.178.232.13:15502/kujiu/play.php?id=68010&l=0&n=69000430&e=1786189644&s=0b673579993583171dd0d96445a2906d
Now劇集台,http://175.178.232.13:15502/kujiu/play.php?id=68011&l=0&n=69000430&e=1786189644&s=3330dd44c3258da212e8e0314e4bea0c
Now劇集台,http://175.178.232.13:15502/kujiu/play.php?id=68012&l=0&n=69000430&e=1786189644&s=9be96040627b8d5f9b54df045eeae285
TVB功夫台,http://175.178.232.13:15502/kujiu/play.php?id=68013&l=0&n=69000430&e=1786189644&s=f702b391751a09b0d759ec6de3259658
TVB功夫台,http://175.178.232.13:15502/kujiu/play.php?id=68014&l=0&n=69000430&e=1786189644&s=c47e5eece7655d2c65bc1d3cb6ea09f5
香港卫视HKS,http://175.178.232.13:15502/kujiu/play.php?id=68015&l=0&n=69000430&e=1786189644&s=c67b4ecc8a19e17d79a19631b85a1ee9
香港卫视HKS,http://175.178.232.13:15502/kujiu/play.php?id=68016&l=0&n=69000430&e=1786189644&s=ca83389c7b5fb71bf28ad3fece361352
HOY76,http://175.178.232.13:15502/kujiu/play.php?id=68017&l=0&n=69000430&e=1786189644&s=2e10a2593f6eb21a88a8ada6388402bd
HOY76,http://175.178.232.13:15502/kujiu/play.php?id=68018&l=0&n=69000430&e=1786189644&s=069e41dd4dca6f9e445f349e331d438d
HOY76,http://175.178.232.13:15502/kujiu/play.php?id=68019&l=0&n=69000430&e=1786189644&s=e2d9b7553b04dcf1a6a12708a169addb
HOY77,http://175.178.232.13:15502/kujiu/play.php?id=68020&l=0&n=69000430&e=1786189644&s=102ca6d821640ca396166aaf484440c6
